recordID,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
5818,UT,243,510,no,no,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,no,25262353.0
1714,MI,65,415,no,no,0,211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,3,no,51899581.0
12730,HI,101,510,no,no,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,no,58002114.0
9368,DE,131,408,no,no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,no,64713399.0
6960,NY,60,510,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,no,28610236.0
10968,AL,102,415,no,no,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,no,24002552.0
1494,CT,87,510,no,yes,18,186.7,74,31.74,220.0,77,18.7,224.6,137,10.11,12.0,4,3.24,1,no,314018532.0
10488,WY,126,408,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,no,38559944.0
5002,OH,107,415,no,yes,26,161.6,123,27.47,195.5,103,16.62,254.4,103,11.45,13.7,3,3.7,1,no,37548773.0
1119,MN,44,408,no,no,0,207.2,90,35.22,178.6,76,15.18,182.0,74,8.19,0.0,0,0.0,0,no,304673403.0
11913,RI,107,415,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,no,32086654.0
2103,MT,58,510,no,yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,no,14767081.0
2233,ME,97,510,no,no,0,211.0,76,35.87,189.0,100,16.07,123.0,102,5.54,4.7,4,1.27,3,no,32894628.0
10241,NE,88,408,no,yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,no,38402855.0
9231,DC,108,408,no,yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,no,303776298.0
7573,MN,152,415,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,yes,41298076.0
3410,HI,79,415,no,no,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,no,33574278.0
11734,MN,113,408,yes,no,0,125.2,93,21.28,206.4,119,17.54,129.3,139,5.82,8.3,8,2.24,0,no,27986629.0
4368,SC,209,510,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,yes,26697227.0
7782,SC,109,415,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,no,31410335.0
6857,CO,86,408,no,no,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,no,13066881.0
544,NJ,97,415,no,no,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13.0,4,3.51,1,no,58619792.0
9982,VA,102,510,no,no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,no,4879268.0
411,HI,78,408,no,no,0,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86,0,no,34130518.0
5717,GA,57,408,yes,yes,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,no,24142606.0
6210,CT,144,510,yes,yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,no,303523526.0
5688,SC,108,510,no,no,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,no,57857583.0
5710,DC,139,510,no,no,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,no,32279408.0
11648,MO,89,415,no,no,0,178.7,81,30.38,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1,no,30271852.0
2685,GA,132,415,no,no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,no,40639197.0
5351,AK,59,510,no,no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,no,32168338.0
2544,CO,137,415,no,no,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,no,25712514.0
8905,MN,186,415,no,yes,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,no,17540535.0
3419,WY,225,415,no,no,0,182.7,142,31.06,246.5,63,20.95,218.0,103,9.81,8.8,2,2.38,1,no,59717264.0
12648,MO,103,408,no,yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,no,56155666.0
1865,TX,208,510,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,yes,25074881.0
9392,GA,92,510,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,no,58232927.0
7776,WY,120,415,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,no,3161940.0
5801,MN,96,415,no,yes,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,no,6234702.0
6593,CT,30,408,no,no,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,no,57143448.0
7775,ME,62,415,yes,yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,yes,56109556.0
10714,NJ,53,408,no,no,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,yes,23761299.0
1787,ID,97,408,no,no,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,no,59251736.0
2352,AK,110,408,no,no,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,no,306428517.0
12404,KY,91,415,yes,no,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,yes,24985574.0
3469,SD,93,415,no,no,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,no,33208893.0
734,MS,109,510,yes,no,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,no,12438057.0
4421,OH,134,415,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,no,40885402.0
12063,TX,84,408,no,no,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,no,56168289.0
11871,WA,157,415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,no,312619000.0
12123,AZ,60,415,no,no,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,no,40440471.0
9994,SD,128,415,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,no,53622395.0
10501,CA,120,510,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,no,15211444.0
3725,NY,9,415,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,no,55577290.0
2997,AZ,137,415,no,no,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8.0,7,2.16,2,no,12605275.0
8062,VA,90,408,no,no,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,no,22657365.0
3211,AR,57,510,no,no,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,no,34950659.0
10514,AL,121,415,no,no,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,no,56354236.0
9670,MS,124,415,no,no,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3.0,3,no,13346390.0
2448,MS,107,510,yes,no,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,no,27265156.0
3699,IA,130,510,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,no,56710817.0
3456,WI,63,510,no,yes,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,no,23794654.0
12658,MI,50,415,no,yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,no,27966126.0
4681,WV,131,415,no,no,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,no,43029370.0
8143,DE,95,510,no,no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,no,10042943.0
4861,IA,88,415,no,no,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,no,36051159.0
6070,NV,22,510,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,no,7538143.0
12855,WA,29,415,no,no,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,no,68532050.0
3964,KY,109,415,no,no,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,no,69303097.0
4878,TN,93,510,yes,no,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,no,7655152.0
8066,MA,122,408,no,yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,no,58853375.0
5527,MI,30,510,no,no,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,no,10967545.0
11683,ID,85,408,no,yes,27,196.4,139,33.39,280.9,90,23.88,89.3,75,4.02,13.8,4,3.73,1,no,56013220.0
11673,MA,121,510,no,yes,24,218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,7.5,7,2.03,3,no,63664932.0
3828,NV,94,408,yes,no,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,yes,308958727.0
7701,SC,209,510,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,yes,24991598.0
12285,VA,153,510,no,no,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,no,176156.0
2056,WI,85,415,no,no,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,no,34025916.0
6082,NC,64,408,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,no,33475716.0
2920,ME,116,510,no,no,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,no,54901277.0
7517,MA,127,510,no,yes,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2,no,25725060.0
8109,HI,98,408,no,yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,no,27736172.0
7294,NJ,59,510,yes,yes,31,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,no,56521354.0
903,VT,122,415,yes,no,0,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,10.0,4,2.7,0,no,13191655.0
8630,DC,74,415,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,no,54753272.0
5010,WV,141,415,yes,yes,37,258.6,84,43.96,222.0,111,18.87,326.4,97,14.69,11.2,5,3.02,0,no,29725215.0
1794,MS,162,415,no,no,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,yes,65039646.0
1693,NE,174,415,no,no,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3,no,11038320.0
3089,MN,37,415,no,yes,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,no,54918016.0
6648,MO,110,408,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,no,28526101.0
9635,CT,137,415,no,no,0,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97,3,no,27432764.0
494,KS,59,510,no,yes,45,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14.0,12,3.78,1,no,38951190.0
9328,NY,147,510,no,yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,no,304669112.0
158,DC,79,510,no,no,0,161.1,110,27.39,170.6,111,14.5,274.4,80,12.35,7.6,2,2.05,2,no,35959436.0
9750,NV,27,510,no,no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,no,57076473.0
11547,WI,93,415,no,no,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1,no,29419496.0
6175,CA,72,408,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,no,52705076.0
8310,VT,100,408,yes,no,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,no,22315550.0
3493,TX,120,415,no,no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,no,1000199.0
4949,UT,100,408,no,no,0,185.0,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,no,29513322.0
5921,VA,143,510,no,no,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,no,59046615.0
6364,OK,117,415,no,yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,no,58718032.0
8714,SD,137,510,no,no,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,no,51673655.0
9865,DE,138,510,yes,no,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,yes,33626565.0
5741,UT,67,510,no,yes,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,no,28117505.0
151,GA,96,408,no,yes,26,126.5,108,21.51,123.8,114,10.52,308.5,98,13.88,13.1,6,3.54,2,no,22790695.0
9467,NV,64,408,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,yes,23623077.0
5813,AK,156,510,no,no,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,no,22304414.0
8856,KY,122,408,no,yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,no,13020458.0
10042,ID,92,415,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,no,17892308.0
8595,IL,151,408,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,no,12491718.0
7855,NH,101,510,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,no,28639870.0
9527,NM,119,415,yes,yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,yes,55030985.0
8639,MO,196,415,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,no,15158520.0
8582,AZ,94,408,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,no,40536666.0
439,WI,186,408,no,no,0,206.8,104,35.16,286.0,115,24.31,153.9,112,6.93,12.4,6,3.35,0,no,8998957.0
10071,RI,134,415,no,no,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,no,33663634.0
6224,ID,88,415,no,yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,no,28139285.0
1615,OK,50,408,no,no,0,198.7,114,33.78,141.5,90,12.03,293.0,79,13.18,10.5,5,2.84,4,no,68765882.0
7636,NC,76,510,no,no,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,no,28429389.0
3091,WY,127,415,yes,yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,no,33463852.0
7476,AK,1,408,no,no,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,no,57661415.0
8455,TX,41,408,no,yes,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,no,7872609.0
709,DE,52,415,no,no,0,257.9,80,43.84,220.7,82,18.76,225.4,70,10.14,16.8,3,4.54,2,yes,25734047.0
4709,RI,39,408,no,no,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,no,64445208.0
11263,AK,71,510,no,no,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,no,308922400.0
7417,IA,113,510,no,no,0,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,no,25620022.0
2055,NH,54,510,no,no,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,no,34178574.0
7781,IN,77,408,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,no,38411096.0
9503,DE,89,510,yes,no,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,no,15447568.0
757,ME,82,415,no,no,0,120.5,107,20.49,176.3,124,14.99,258.0,121,11.61,10.5,5,2.84,0,no,35763978.0
2859,TN,146,408,yes,no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,no,11022811.0
9539,NJ,153,415,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,no,57180259.0
7311,IL,148,408,no,yes,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,no,4089264.0
1091,AR,57,415,no,yes,26,138.7,99,23.58,134.5,105,11.43,261.7,95,11.78,13.0,5,3.51,2,no,27799717.0
36,MS,72,510,no,no,0,168.3,76,28.61,212.4,126,18.05,200.2,132,9.01,12.0,3,3.24,2,no,56178460.0
12117,AL,85,408,no,no,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,no,51058105.0
7918,UT,44,415,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,no,58371592.0
10073,NJ,80,415,no,no,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,yes,54856125.0
8609,WA,83,415,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,no,56411580.0
8741,DE,122,510,no,no,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,yes,55394498.0
6655,WI,84,510,no,yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,no,53384129.0
8204,PA,142,510,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,no,22263115.0
8936,WV,143,510,no,no,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,no,29340429.0
8403,TX,150,510,no,no,0,178.9,101,30.41,169.1,110,14.37,148.6,100,6.69,13.8,3,3.73,4,yes,28863777.0
2070,UT,96,408,no,yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,no,17458118.0
7557,WA,118,510,no,no,0,113.0,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,no,56438138.0
12461,HI,73,408,no,no,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,no,306470774.0
8910,FL,92,415,no,no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,no,54009212.0
10568,WV,127,510,no,no,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,no,42389528.0
8601,NH,119,408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,no,24286130.0
10879,PA,141,510,no,no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,no,57983611.0
4190,TN,106,415,no,no,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,no,17598541.0
5398,OR,94,415,no,no,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,yes,8819591.0
2849,MI,67,510,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,no,27101393.0
3275,NM,21,415,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,no,28785574.0
7378,ND,101,415,no,yes,36,123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,1,yes,54921903.0
10008,NV,76,510,yes,no,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,yes,23022833.0
2216,CT,31,415,no,yes,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,3,1.59,0,no,38271177.0
1433,ID,101,510,no,no,0,195.8,105,33.29,184.5,109,15.68,172.0,128,7.74,11.8,2,3.19,2,no,34500058.0
3326,UT,111,510,no,no,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,no,25115155.0
10581,CO,80,415,no,no,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,no,36504660.0
8547,AZ,86,408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,no,24393688.0
6715,NE,99,415,no,no,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,no,33196999.0
5471,NE,44,415,no,no,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,no,51549830.0
2629,MA,97,408,no,no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,no,29049723.0
1935,NH,119,408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,no,59793034.0
12487,WV,92,510,no,yes,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,no,57068116.0
9964,ND,84,510,no,no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,no,56497977.0
4748,MI,82,415,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,no,38599924.0
6761,WA,66,415,no,no,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,no,67548891.0
759,MT,88,408,no,no,0,242.4,89,41.21,161.4,89,13.72,142.4,95,6.41,5.4,2,1.46,1,no,51161149.0
9808,PA,140,408,no,no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,no,25534462.0
7583,OK,116,510,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,no,319302071.0
5533,OR,98,415,no,yes,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,5,2.89,2,no,25142449.0
2338,WV,32,408,no,yes,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,no,24637373.0
10610,VT,157,510,no,no,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,no,817098.0
7460,HI,105,415,no,no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,no,13742341.0
4636,CT,160,415,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,yes,52197050.0
9414,OH,114,415,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,no,50015429.0
4664,VA,113,408,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,no,65313108.0
12889,MT,113,415,no,no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,no,25171109.0
10105,ND,118,415,no,yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,no,305927568.0
2900,KS,24,510,no,no,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,yes,11165057.0
1460,SD,69,408,no,yes,33,170.2,113,28.93,192.4,69,16.35,112.0,108,5.04,13.0,1,3.51,2,no,29319068.0
11964,AR,36,415,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,no,32274987.0
4193,TN,95,510,no,no,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,no,56086168.0
10099,NM,111,415,no,no,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,yes,309437101.0
6307,TX,82,415,no,no,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,yes,304309255.0
10878,MT,160,415,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,no,41543000.0
4843,MD,51,510,no,yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,no,55631907.0
135,MA,72,415,no,no,0,141.9,98,24.12,188.1,63,15.99,115.2,49,5.18,12.0,5,3.24,2,no,32415267.0
12426,NV,136,415,no,yes,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,no,32938284.0
3899,KY,66,510,no,yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,no,41440231.0
800,NJ,116,415,no,no,0,154.0,127,26.18,280.4,68,23.83,213.0,56,9.58,8.6,2,2.32,6,no,54543632.0
6591,MD,75,415,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,no,57505281.0
428,LA,143,415,no,no,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0,no,8106791.0
7982,NY,46,415,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,no,15239874.0
9864,IA,81,510,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,yes,57728701.0
5207,IN,122,415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,no,50718642.0
8998,ND,147,408,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,no,33803651.0
11557,NC,110,408,no,no,0,159.5,145,27.12,202.3,101,17.2,256.0,96,11.52,16.7,2,4.51,2,no,28610996.0
1256,LA,81,415,no,yes,43,102.4,102,17.41,225.3,104,19.15,182.3,97,8.2,7.1,5,1.92,2,no,29042157.0
4216,MN,117,408,no,yes,21,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,no,53610754.0
4100,PA,75,510,no,no,0,109.0,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,yes,5526579.0
12081,OR,76,415,no,no,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,no,38297453.0
12017,AK,59,510,no,no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,no,55522866.0
6180,CO,101,408,no,yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,no,37585841.0
